,US Equities,Non-US Developed Equities,Emerging Markets Equities,US Fixed Income,Non-US Developed Fixed Income,Emerging Markets Fixed Income,Commodity,REITs,Cash,Private Equity,Private Credit,Private Real Estate,Hedge Funds
1984-03-31,1.349802623,9.186861931,,,,,4.90946715,,,,,,
1984-04-30,0.546551074,-1.842314119,,,,,-1.124315795,,,,,,
1984-05-31,-5.935645111,-10.338300663,,,,,2.903845195,,,,,,
1984-06-30,1.746927931,-0.323870728,,,,,-2.25970218,,,,,,
1984-07-31,-1.645123384,-6.606696647,,,,,-6.71641791,,,,,,
1984-08-31,10.633213859,8.263228194,,,,,4.292358804,,,,,,
1984-09-30,-0.347972162,-1.069737564,,,,,-0.784913354,,,,,,
1984-10-31,-0.00602047,2.31161743,,,,,0.457207439,,,,,,
1984-11-30,-1.511228852,0.194456652,,,,,0.379698287,,,,,,
1984-12-31,2.23743734,1.829322658,,,,,-1.991925316,,,,,,
1985-01-31,7.408514709,2.070003498,,,,,1.261809156,,,,,,
1985-02-28,0.862884819,-0.760569736,,,,,-1.312817617,,,,,,
1985-03-31,-0.287007396,7.568289904,,,,,4.32244054,,,,,,
1985-04-30,-0.459426547,-0.521066003,,,,,-3.23465254,,,,,,
1985-05-31,5.405104821,4.066515345,,,,,-0.010305294,,,,,,
1985-06-30,1.213400158,2.390014384,,,,,-2.914122285,,,,,,
1985-07-31,-0.484753714,4.975679756,,,,,-2.247876858,,,,,,
1985-08-31,-1.199455269,3.032345175,,,,,1.497298618,,,,,,
1985-09-30,-3.472406298,5.670512161,,,,,5.686848828,,,,,,
1985-10-31,4.250878735,6.627809671,,,,,7.241113122,,,,,,
1985-11-30,6.506163734,3.933870711,,,,,1.740556742,,,,,,
1985-12-31,4.50610872,4.569666307,,,,,-1.809366954,,,,,,
1986-01-31,0.236652783,2.345684036,,,,,-9.072975974,,,,,,
1986-02-28,7.148928133,10.90993087,,,,,-3.484157606,,,,,,
1986-03-31,5.279393619,13.908443089,,,,,-0.222087624,,,,,,
1986-04-30,-1.414817915,6.402945542,,,,,5.633346823,,,,,,
1986-05-31,5.022927989,-4.578029991,,,,,-3.754501571,,,,,,
1986-06-30,1.410956135,6.672889024,,,,,3.781546055,,,,,,
1986-07-31,-5.868282571,6.027573983,,,,,0.965275647,,,,,,
1986-08-31,7.119261393,9.724284376,,,,,8.585430095,,,,,,
1986-09-30,-8.543865892,-1.151613741,,,,,-2.527084232,,,,,,
1986-10-31,5.472937921,-6.798478293,,,,,1.052833078,,,,,,
1986-11-30,2.147717026,5.646155008,,,,,3.027325251,,,,,,
1986-12-31,-2.828825937,5.190028117,,,,,-0.726261477,,,,,,
1987-01-31,13.176735351,10.509433981,,,,,5.720635729,,,,,,
1987-02-28,3.692314765,2.895119041,,,,,-6.004532963,,,,,,
1987-03-31,2.638986629,8.093706865,,,,,8.078325393,,,,,,
1987-04-30,-1.144977717,10.479409859,,,,,5.023603716,,,,,,
1987-05-31,0.603412192,-0.088792503,,,,,4.617058178,,,,,,
1987-06-30,4.791415101,-3.274301489,,,,,3.573600675,,,,,,
1987-07-31,4.822335526,-0.266183845,,,,,4.462755126,,,,,,
1987-08-31,3.495921514,7.405555039,,,,,-2.025440402,,,,,,
1987-09-30,-2.41658581,-1.660786301,,,,,0.737532736,,,,,,
1987-10-31,-21.76306691,-14.10597866,,,,,1.051809664,,,,,,
1987-11-30,-8.534890186,0.868671493,,,,,-0.020908141,,,,,,
1987-12-31,7.286148502,2.850729139,,,,,-2.777727264,,,,,,
1988-01-31,4.043265339,1.673770311,9.84,,,,2.657888092,,,,,,
1988-02-29,4.181738755,6.558000108,0.336853605,,,,-1.105047873,,,,,,
1988-03-31,-3.334402459,6.036023093,10.743126758,,,,5.041637496,,,,,,
1988-04-30,0.942562842,1.344061678,5.333879558,,,,3.099211604,,,,,,
1988-05-31,0.317529439,-3.308616748,2.994710641,,,,3.531723416,,,,,,
1988-06-30,4.32564248,-2.738767413,3.398534854,,,,-2.793410837,,,,,,
1988-07-31,-0.541133455,3.030988502,-2.541815791,,,,0.591640958,,,,,,
1988-08-31,-3.860010293,-6.603961939,-2.675560219,,,,-0.675545099,,,,,,
1988-09-30,3.972889263,4.257886338,6.476205144,,,,-2.73071034,,,,,,
1988-10-31,2.596485086,8.445962675,-0.643668185,,,,4.840715584,,,,,,
1988-11-30,-1.889092017,5.848130996,-0.429465716,,,,5.746211084,,,,,,
1988-12-31,1.468761418,0.454149145,2.661013232,,,,7.311964605,,,,,,
1989-01-31,7.111479188,1.662886345,-1.260414441,,,,0.411558733,,,,,,
1989-02-28,-2.894375903,0.416013996,7.644598298,,,,4.301106581,,,,,,
1989-03-31,2.080591954,-2.060823594,9.969181294,,,,6.746796214,,,,,,
1989-04-30,5.008917486,0.82660438,18.977701962,,,,3.175879791,,,,,,
1989-05-31,3.513791343,-5.537471004,1.346715142,,,,-1.278273159,,,,,,
1989-06-30,-0.792462249,-1.783814029,-12.131164107,,,,3.496732446,,,,,,
1989-07-31,8.837065224,12.447474467,6.572365016,,,,-2.809807655,,,,,,
1989-08-31,1.551635012,-4.591686504,2.325455919,,,,3.474353983,,,,,,
1989-09-30,-0.654460094,4.449603511,12.602161877,,,,5.956147655,,,,,,
1989-10-31,-2.517486043,-4.116676513,1.400140482,,,,-0.703758033,,,,,,
1989-11-30,1.654101054,4.921103502,-4.659647178,,,,1.613290891,,,,,,
1989-12-31,2.141651493,3.589809495,12.206345362,,,,9.132027577,,,,,,
1990-01-31,-6.881665784,-3.8231172,3.289445284,,,,-0.437715422,,,,,,
1990-02-28,0.853834674,-7.085722859,3.924436829,,,,-0.326544049,,,,,,
1990-03-31,2.425503156,-10.535628699,-13.532534384,,,,0.73193729,,,,,,
1990-04-30,-2.688681146,-0.923595904,7.213617971,,,,-1.048679235,,,,,,
1990-05-31,9.198911729,11.277492798,8.216206837,,,,-0.738595066,,,,,,
1990-06-30,-0.888630512,-1.00765232,3.455463802,,,,-1.547945943,,,,,,
1990-07-31,-0.52234512,1.276075265,8.818970862,,,,8.253534221,,,,,,
1990-08-31,-9.431365838,-9.842599491,-12.758154109,,,,16.589289052,,,,,,
1990-09-30,-5.118456995,-14.084539266,-12.77090731,,,,22.939965769,,,,,,
1990-10-31,-0.669825192,15.401841608,-1.857570653,,,,-6.051591847,,,,,,
1990-11-30,5.993421053,-6.05429622,-5.215733015,,,,-6.564074476,,,,,,
1990-12-31,2.482775743,1.463748746,4.225139581,,,,-1.964185337,,,,,,
1991-01-31,4.15174732,3.06620663,8.083586699,,,,-9.387675699,,,,,,
1991-02-28,6.728173386,10.561845865,14.792820146,,,,1.39048653,,,,,,
1991-03-31,2.220257112,-6.137014544,4.111400677,,,,3.764175449,,,,,,
1991-04-30,0.034672992,0.844180106,1.053575432,,,,2.265058647,,,,,,
1991-05-31,3.857731755,0.904621556,7.845312038,,,,-0.051210117,,,,,,
1991-06-30,-4.789317192,-7.481511139,-3.572163181,,,,-2.367884598,,,,,,
1991-07-31,4.485991078,4.762203856,5.183447099,,,,5.105745826,,,,,,
1991-08-31,1.964827631,-2.176233236,2.109105658,,,,1.541718139,,,,,,
1991-09-30,-1.914321603,5.485767822,-3.833167825,,,,0.789246944,,,,,,
1991-10-31,1.185968858,1.272076972,4.078893019,,,,2.868322662,,,,,,
1991-11-30,-4.392804362,-4.812809693,-1.484935675,,,,-4.038972776,,,,,,
1991-12-31,11.158813496,5.005579699,11.236068215,,,,-7.078592966,,,,,,
1992-01-31,-1.990001681,-2.28125738,11.576882451,,,,2.74902919,,,,,,
1992-02-29,0.956481323,-3.726956004,4.441318872,,,,-1.096562282,,,,,,
1992-03-31,-2.183208142,-6.754803754,3.38487038,,,,1.117564774,,,,,,
1992-04-30,2.789294456,0.305768751,-0.696392786,,,,2.996419277,,,,,,
1992-05-31,0.096421256,6.523870743,-0.358205943,,,,2.686751756,,,,,,
1992-06-30,-1.735933132,-4.903879713,-9.918987342,,,,-0.55125716,,,,,,
1992-07-31,3.937399896,-2.734262217,1.087628576,,,,-1.393472503,,,,,,
1992-08-31,-2.399754838,6.08633373,-4.662348133,,,,0.104519646,,,,,,
1992-09-30,0.910562037,-2.142518606,0.341187449,,,,1.146634407,,,,,,
1992-10-31,0.210603159,-5.403439285,5.350344387,,,,-2.198736613,,,,,,
1992-11-30,3.026226002,0.780296367,-1.07862069,,,,-1.278725855,,,,,,
1992-12-31,1.010756692,0.358463053,2.939289997,,,,0.225136564,,,,,,
1993-01-31,0.704597094,-0.169627879,0.484924011,,,,1.212488405,,,,,,
1993-02-28,1.048338575,2.866810395,1.676911463,,,,1.161798935,,,,,,
1993-03-31,1.86972842,8.563341861,3.306464443,,,,2.084132516,,,,,,
1993-04-30,-2.541679222,9.343754237,2.299735633,,,,-1.07447961,,,,,,
1993-05-31,2.271746807,1.97900561,2.787465188,,,,-2.782658453,,,,,,
1993-06-30,0.075545897,-1.687997616,2.96328842,,,,-3.129582767,,,,,,
1993-07-31,-0.53272812,3.37335089,2.643307572,,,,-0.864635424,,,,,,
1993-08-31,3.443242685,5.273665051,8.444003049,,,,0.823222145,,,,,,
1993-09-30,-0.998834887,-2.371074894,3.656848338,,,,0.254708326,,,,,,
1993-10-31,1.939337576,2.960185785,8.972673105,,,,-3.592998479,,,,,,
1993-11-30,-1.291088367,-8.85831187,4.425212587,,,,-5.015461779,,,,,,
1993-12-31,1.009116698,7.093497355,16.528239203,,,,-1.881182655,,,,,,
1994-01-31,3.250101833,8.334264463,1.820632805,,,,8.142115151,,,,,,
1994-02-28,-3.004546624,-0.390373705,-1.778947849,,,,-2.174255075,,,,,,
1994-03-31,-4.574625289,-4.424011375,-9.049640555,,,,-1.190511588,,,,,,
1994-04-30,1.153038562,4.121474956,-1.999897791,,,,2.618985525,,,,,,
1994-05-31,1.239737695,-0.690782146,3.422621634,,,,1.487870179,,,,,,
1994-06-30,-2.679079956,1.291693821,-2.756395173,,,,2.459918519,,,,,,
1994-07-31,3.148985977,0.842036258,6.216944934,,,,1.721577227,,,,,,
1994-08-31,3.759874307,2.247715833,12.412334228,,,,-6.739897106,,,,,,
1994-09-30,-2.691980904,-3.269368592,1.136314289,,,,-0.941021427,,,,,,
1994-10-31,2.087834638,3.202439273,-1.803400698,,,,0.450586854,,,,,,
1994-11-30,-3.950501969,-4.926790317,-5.200559701,,,,-3.274484172,,,,,,
1994-12-31,1.229937012,0.499497713,-8.030442804,,,,3.385523664,,,,,,
1995-01-31,2.427744029,-3.968867406,-10.63911597,,,,-2.484940713,,,,,,
1995-02-28,3.607415418,-0.423443662,-2.564870073,,,,0.8077075,,,,,,
1995-03-31,2.73294543,6.089543823,0.63553627,,,,1.361884546,,,,,,
1995-04-30,2.796029638,3.621072184,4.485528399,,,,3.062125144,,,,,,
1995-05-31,3.631151522,-1.326884516,5.319187788,,,,-0.844383814,,,,,,
1995-06-30,2.127878164,-1.892041993,0.296478666,,,,-1.784140989,,,,,,
1995-07-31,3.177622763,6.083830302,2.243811368,,,,2.611495468,,,,,,
1995-08-31,-0.032060628,-3.94282577,-2.355188855,,,,2.119830872,,,,,,
1995-09-30,4.009753686,1.81695581,-0.474434229,,,,0.42233531,,,,,,
1995-10-31,-0.497921065,-2.821431347,-3.827484821,,,,1.006494624,,,,,,
1995-11-30,4.104918315,2.646179483,-1.783679155,,,,2.699624127,,,,,,
1995-12-31,1.744354404,3.89476803,4.435194224,,,,10.227220428,,,,,,
1996-01-31,3.261751053,0.284602573,7.107458422,,,,-0.161634992,,,,,,
1996-02-29,0.693358699,0.207401691,-1.588974329,,,,4.008647551,,,,,,
1996-03-31,0.791671345,1.991465221,0.778034334,,,,6.50038869,,,,,,
1996-04-30,1.343129357,2.778961854,3.997941259,,,,5.773153447,,,,,,
1996-05-31,2.285369596,-1.966870398,-0.445409409,,,,-0.789649025,,,,,,
1996-06-30,0.225639612,0.433382574,0.623797306,,,,3.879741214,,,,,,
1996-07-31,-4.574788568,-3.053908005,-6.833575037,,,1.0742683133141195,-4.732412508,,,,,,
1996-08-31,1.881396984,0.082644266,2.558970938,,,3.1718135408821624,3.220382227,,,,,,
1996-09-30,5.417276339,2.521811103,0.865620361,,,5.848475016223231,3.546558597,,,,,,
1996-10-31,2.613070869,-1.155609474,-2.667173755,,,0.8276496283240009,-0.247540454,,,,,,
1996-11-30,7.337615381,3.842994713,1.676774884,,,4.925134909173878,8.32178524,,,,,,
1996-12-31,-2.150537634,-1.417588648,0.45112782,,,1.086562839550842,0.964431159,,,,,,
1997-01-31,6.131692632,-3.625987708,6.821357285,,,3.0383375134360735,-1.470003739,,,,,,2.81
1997-02-28,0.592780171,1.503188013,4.283645537,,,1.6273732526601359,-6.893793334,,,,,,3.28
1997-03-31,-4.261399021,0.227891882,-2.627963925,,,-3.3326490111544316,1.686756137,,,,,,0.3
1997-04-30,5.840552906,0.398569956,0.177881372,,,2.9378451083109214,2.313386501,,,,,,0.71
1997-05-31,5.857675162,6.371843317,2.860947832,,,3.390413314077456,0.715237775,,,,,,1.17
1997-06-30,4.345251568,5.388595904,5.352917541,,,2.188373021152046,-5.410067343,,,,,,2.33
1997-07-31,7.812335655,1.501292865,1.491651835,,,4.133307296751942,4.09693885,,,,,,6.47
1997-08-31,-5.744584979,-7.584063925,-12.725121781,,,-0.481310163770432,2.529059959,,,,,,-2.05
1997-09-30,5.315352374,5.47644615,2.771620393,,,2.7699265121538197,2.52931206,,,,,,2.62
1997-10-31,-3.447755679,-7.80831571,-16.409341299,,,-10.59161471702722,2.751252937,,,,,,-0.45
1997-11-30,4.45865994,-1.149680853,-3.647670317,,,4.238157085241667,-9.859484237,,,,,,1.21
1997-12-31,1.573163238,0.742683913,2.408245834,,,2.44606203685489,-6.757496095,,,,,,4.14
1998-01-31,1.015024372,4.44403519,-7.841219076,,,0.4800921776981548,-1.611711673,,,,,,0.88
1998-02-28,7.04492594,6.288428147,10.437463,,,2.643817289928063,-6.598435478,,,,,,1.18
1998-03-31,4.994568014,2.957733433,4.338262477,,,2.271598808341646,-0.519375469,,,,,,3.7
1998-04-30,0.907646925,0.671436281,-1.089517601,,,0.23061051098427487,-2.726752626,,,,,,-0.88
1998-05-31,-1.882617495,-0.603712217,-13.703610832,,,-3.0213126665051937,-4.717795385,,,,,,-1.3
1998-06-30,3.943822079,0.637626653,-10.489612088,,,-2.5348067678091724,-3.545559727,,,,,,-1.63
1998-07-31,-1.161539547,0.896038066,3.169708072,,,0.5829222983793736,-7.860829484,,,,,,1.12
1998-08-31,-14.57967109,-12.507191494,-28.914010878,,,-27.340466182651912,-5.901703534,,,,,,-8.94
1998-09-30,6.239553736,-3.20364362,6.345442474,,,8.642299938644982,10.220651667,,,,,,-0.27
1998-10-31,8.029419573,10.280679618,10.530384112,,,6.389673255344852,-4.690987017,,,,,,3.26
1998-11-30,5.91260342,4.995646541,8.316746463,,,6.855236217486915,-12.167444981,,,,,,1.52
1998-12-31,5.63753083,3.821668188,-1.574879563,,,-1.9374068554396384,-1.721138039,,,,,,3.34
1999-01-31,4.10094124,-0.412753772,-1.499934554,,,-2.2723983210305665,0.436497277,,,,,,7.24
1999-02-28,-3.228251696,-2.501779654,0.979685991,,,0.9848933649289293,-4.606408176,,,,,,1.01
1999-03-31,3.879418249,4.051718355,13.260673441,,,6.6290239788809435,16.892645677,,,,,,3.91
1999-04-30,3.79439819,3.934298247,12.387439704,,,6.14813286569007,4.13268866,,,,,,5.66
1999-05-31,-2.497041597,-5.262071788,-0.527282077,,,-5.163589245221889,-5.456896304,,,,,,-0.46
1999-06-30,5.443833344,3.780168237,11.345386329,,,3.839322311791249,6.431665458,,,,,,4.53
1999-07-31,-3.204609859,2.854582146,-2.762913053,,,-1.6644736842105323,3.587372795,,,,,,-0.76
1999-08-31,-0.625413932,0.250652233,0.950357912,,,0.06690305746974712,7.038140963,,,,,,0.77
1999-09-30,-2.855173772,0.892511502,-3.412064139,,,3.142341378618796,5.304061385,,,,,,1.52
1999-10-31,6.253946722,3.633320751,2.121736137,,,3.5392493679911707,-5.15712608,,,,,,1.85
1999-11-30,1.906187405,3.368506888,8.978255722,,,2.6795216928567234,4.046411135,,,,,,3.13
1999-12-31,5.784392077,8.875471831,12.762500317,,,4.621669410401874,4.223763878,,,,,,7.67
2000-01-31,-5.090352221,-6.444158018,0.570004907,,-0.0956,-1.53855119762224,7.230600667,,,,,,-0.75
2000-02-29,-2.010814222,2.594515924,1.358067581,,0.509887452,5.3743711157147045,6.247531809,,,,,,4.03
2000-03-31,9.671989579,3.777799145,0.575545024,,1.066387289,2.7186429253497124,-1.160665086,,,,,,0.91
2000-04-30,-3.079582004,-5.355101799,-9.449889377,,0.121693341,-1.842839175370481,-0.910928773,,,,,,-2.97
2000-05-31,-2.191499762,-2.540231909,-4.168828189,,0.412073447,-2.311977715877489,11.197449221,,,,,,0.22
2000-06-30,2.39335492,3.802098475,3.379753251,,0.464681829,4.659252922725954,7.126656974,,,,,,1.83
2000-07-31,-1.63412622,-4.289324834,-5.161082252,,0.549946391,2.8552746294681075,-7.679780545,,,,,,-0.45
2000-08-31,6.069903483,0.767414156,0.432313887,,0.077330141,3.1892350074168574,15.408703265,,,,,,3.43
2000-09-30,-5.348294766,-4.968471829,-8.736231999,,0.421739253,-1.078139439367487,-1.369030867,,,,,,-0.95
2000-10-31,-0.494949565,-2.463790957,-7.252831944,,0.606781471,-2.0292713307037413,0.225295369,,,,,,-0.19
2000-11-30,-8.006856024,-3.85462597,-8.750504157,,1.40949142,-0.40260634634742276,9.215366207,,,,,,0.67
2000-12-31,0.405338606,3.44132019,2.412371555,,0.948270478,4.414658794744963,-2.061711567,,,,,,4.65
2001-01-31,3.463659224,-0.074483414,13.769953212,,0.817782744,4.824002852630982,-5.307479614,,,,,,3.58
2001-02-28,-9.229068601,-7.583993554,-7.830046876,,0.796923509,-1.3315190980658587,-1.395862061,,,,,,-0.61
2001-03-31,-6.420471958,-6.908268505,-9.82208041,,0.52311541,-1.1180063041765331,-3.919310619,,,-7.7,0.55,3.13,-0.34
2001-04-30,7.681435454,6.740912567,4.941196762,,-0.637392143,-0.48313991134140144,5.370164041,,,,,,0.82
2001-05-31,0.509019897,-3.816517918,1.193753688,,0.408937142,2.412412412412368,-2.848456949,,,,,,0.86
2001-06-30,-2.500358332,-4.229477806,-2.052759216,,0.431093554,1.5247776365946875,-7.234153034,,,-1.397616468,1.869716559,1.270241443,0.55
2001-07-31,-1.077244736,-1.861904778,-6.31912328,,0.915907913,-5.179551362279811,0.239295313,,,,,,0.55
2001-08-31,-6.410838569,-2.707211424,-0.343998015,,0.699958164,4.477611940298565,0.956081944,,,,,,0.44
2001-09-30,-8.172338962,-10.25637689,-17.317376312,,0.633180611,-3.270165208940723,-10.956085112,,,-6.603669926,1.044615835,0.124473382,-1.61
2001-10-31,1.809902588,2.533296405,7.868914654,,1.551588574,0.05525694479333598,-5.042525088,,,,,,5.66
2001-11-30,7.517597992,3.610418136,9.933547204,,-0.81588165,-1.2802490209860795,-5.370820645,,,,,,2.42
2001-12-31,0.757382948,0.575186567,8.435110341,,-0.549462274,1.1951380765905073,-1.325597391,,,-2.164705882,0.425120773,2.534187626,2.21
2002-01-31,-1.557382761,-5.354752251,3.388788677,,0.100039694,1.8494321037289652,-3.11987864,,,,,,0.02
2002-02-28,-2.076623606,0.574312463,1.642856525,,0.369839462,3.7501233593210337,4.367954514,,,,,,1.03
2002-03-31,3.673886133,5.11260278,6.025349518,,-0.700025627,0.10938837629594911,13.481767322,,,-2.958152958,2.693861843,2.639432942,1.91
2002-04-30,-6.141765224,0.444633951,0.639350018,,1.057216772,0.9834196398878614,1.107079071,,,,,,1.12
2002-05-31,-0.908145452,0.928069521,-1.593303858,,0.264687026,-0.5175009409107867,-4.35119102,,,,,,0.5
2002-06-30,-7.246462507,-4.140231909,-9.270381571,,1.045517417,-5.045871559633019,3.417419179,,,-3.370508055,-1.433389545,-0.009086779,0.01
2002-07-31,-7.899495065,-9.943281174,-5.80503858,,1.029010445,-4.527117884356824,0.578176336,,,,,,-0.63
2002-08-31,0.488141935,-0.47348256,0.712486045,,1.279291283,7.318727177882134,6.047936201,,,,,,2.37
2002-09-30,-11.002444027,-10.879527843,-10.055329494,,1.206078636,-2.7706216886209556,4.566566401,,,-6.411900487,3.74489117,1.463104326,0.31
2002-10-31,8.64488274,5.303470747,6.488776319,,-0.159570242,6.154076888466675,-4.718528202,,,,,,1.76
2002-11-30,5.706974801,4.420391206,6.047687613,,-0.057564188,2.83507582179523,-0.217069492,,,,,,2.87
2002-12-31,-6.033257571,-3.418883941,-2.560734021,,1.320673211,3.0729071258471796,8.530929838,,,-0.35626199,0.219880898,2.212270488,3.17
2003-01-31,-2.7414809,-4.226896066,-0.435389485,,0.42777056,1.648376060781076,8.991200017,,,,,,1.19
2003-02-28,-1.700373963,-2.47305151,-2.698991192,,0.804782077,3.199580382900624,12.122636298,,,,,,1.23
2003-03-31,0.835760665,-2.390906127,-2.835465905,,-0.042775026,1.6221939855993517,-14.41111879,,,-2.00770077,1.581497395,4.118471784,0.25
